cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,ip,presult,p2
2015-03-20,2108.06,-0.17300000000000001,0.899,0.408,1.291,3.1260000000000003,-0.002,0.899,1.628
2015-03-19,2089.27,0.899,-0.48700000000000004,0.723,1.7469999999999999,0.473,0.054,-0.487,0.397
2015-03-18,2099.5,-0.48700000000000004,1.216,0.88,1.624,1.3630000000000002,0.001,1.216,2.237
2015-03-17,2074.28,1.216,-0.332,1.0170000000000001,1.6680000000000001,-1.274,0.057,-0.332,0.414
2015-03-16,2081.19,-0.332,1.3530000000000002,0.738,1.8119999999999998,-0.826,0.010,1.353,2.006
2015-03-13,2053.4,1.3530000000000002,-0.607,0.645,-1.252,-2.58,0.049,-0.607,0.461
2015-03-12,2065.95,-0.607,1.26,1.0659999999999998,-0.256,-2.4290000000000003,0.004,1.260,-0.628
2015-03-11,2040.24,1.26,-0.192,-1.885,-2.8939999999999997,-3.053,0.029,-0.192,-1.494
2015-03-10,2044.16,-0.192,-1.696,-1.308,-2.591,-3.154,0.073,-1.696,-2.719
2015-03-09,2079.43,-1.696,0.39399999999999996,-1.0290000000000001,-1.345,-1.629,0.017,0.394,-0.903
2015-03-06,2071.26,0.39399999999999996,-1.4169999999999998,-1.2990000000000002,-2.1790000000000003,-2.09,0.064,-1.417,-1.736
2015-03-05,2101.04,-1.4169999999999998,0.12,-0.32,-0.16399999999999998,-0.409,0.028,0.120,-0.773
2015-03-04,2098.53,0.12,-0.439,-0.8909999999999999,-0.578,-0.5579999999999999,0.041,-0.439,-0.281
2015-03-03,2107.78,-0.439,-0.45399999999999996,0.156,-0.28800000000000003,0.493,0.038,-0.454,-0.138
2015-03-02,2117.39,-0.45399999999999996,0.612,0.315,0.09,0.843,0.009,0.612,0.168
2015-02-27,2104.5,0.612,-0.29600000000000004,-0.44299999999999995,-0.245,0.198,0.036,-0.296,-0.521
2015-02-26,2110.74,-0.29600000000000004,-0.14800000000000002,-0.22399999999999998,0.021,0.6559999999999999,0.031,-0.148,0.051
2015-02-25,2113.86,-0.14800000000000002,-0.077,0.19899999999999998,0.782,1.215,0.032,-0.077,0.169
2015-02-24,2115.48,-0.077,0.276,0.245,0.752,2.27,0.017,0.276,0.859
2015-02-23,2109.66,0.276,-0.03,0.5820000000000001,0.444,1.985,0.024,-0.030,0.477
2015-02-20,2110.3,-0.03,0.613,0.506,0.635,3.105,0.002,0.613,0.476
2015-02-19,2097.45,0.613,-0.106,-0.138,0.429,2.042,0.027,-0.106,0.023
2015-02-18,2099.68,-0.106,-0.031,0.128,1.506,1.8019999999999998,0.034,-0.031,-0.278
2015-02-17,2100.34,-0.031,0.16,0.568,1.535,2.8819999999999997,0.023,0.160,0.717
2015-02-13,2096.99,0.16,0.40700000000000003,1.376,2.455,2.291,0.026,-0.407,0.560
2015-02-12,2088.48,0.40700000000000003,0.9640000000000001,0.9620000000000001,1.6059999999999999,3.347,-0.001,0.964,2.035
2015-02-11,2068.53,0.9640000000000001,-0.003,1.065,0.29100000000000004,3.6860000000000004,0.013,0.003,0.646
2015-02-10,2068.59,-0.003,1.068,0.638,1.3259999999999998,2.342,-0.001,1.068,0.301
2015-02-09,2046.74,1.068,-0.425,-0.765,-0.16,2.227,0.031,-0.425,0.262
2015-02-06,2055.47,-0.425,-0.342,0.684,1.713,1.2770000000000001,0.047,-0.342,0.271
2015-02-05,2062.52,-0.342,1.0290000000000001,0.609,3.385,0.264,0.029,1.029,-0.831
2015-02-04,2041.51,1.0290000000000001,-0.41600000000000004,1.022,1.002,-0.502,0.052,-0.416,-0.564
2015-02-03,2050.03,-0.41600000000000004,1.444,2.759,2.391,-0.636,0.012,-1.444,1.151
2015-02-02,2020.85,1.444,1.296,-0.02,-0.429,-0.555,-0.004,1.296,3.548
2015-01-30,1994.99,1.296,-1.2990000000000002,-0.358,-3.0189999999999997,-1.3630000000000002,0.049,1.299,0.902
2015-01-29,2021.25,-1.2990000000000002,0.953,-0.409,-1.49,0.091,-0.007,0.953,-1.736
2015-01-28,2002.16,0.953,-1.35,-2.67,-2.9560000000000004,0.47600000000000003,0.043,-1.350,-2.432
2015-01-27,2029.55,-1.35,-1.339,-1.085,-0.126,0.909,0.062,-1.339,-1.631
2015-01-26,2057.09,-1.339,0.257,-0.294,1.7080000000000002,1.6840000000000002,0.029,0.257,1.235
2015-01-23,2051.82,0.257,-0.5489999999999999,0.9690000000000001,1.604,1.162,0.052,-0.549,1.451
2015-01-22,2063.15,-0.5489999999999999,1.527,2.0069999999999997,3.537,0.897,0.013,1.527,1.845
2015-01-21,2032.12,1.527,0.473,0.629,1.037,-1.456,0.035,0.473,1.660
2015-01-20,2022.55,0.473,0.155,1.499,-0.024,-0.165,0.026,-0.155,0.262
2015-01-16,2019.42,0.155,1.3419999999999999,0.405,-0.436,0.8390000000000001,-0.015,1.342,-0.164
2015-01-15,1992.67,1.3419999999999999,-0.925,-1.501,-2.55,-1.381,0.043,-0.925,-1.764
2015-01-14,2011.27,-0.925,-0.581,-0.838,-2.467,-2.28,0.039,-0.581,-1.648
2015-01-13,2023.03,-0.581,-0.258,-1.065,-0.142,-1.742,0.048,-0.258,-0.227
2015-01-12,2028.26,-0.258,-0.809,-1.643,1.281,-2.504,0.080,-0.809,0.031
2015-01-09,2044.81,-0.809,-0.84,0.9329999999999999,1.199,-2.189,0.076,0.840,2.003
2015-01-08,2062.14,-0.84,1.7890000000000001,2.9730000000000003,0.191,-1.275,-0.012,0.000,0.274
2015-01-07,2025.9,1.7890000000000001,1.163,0.263,-1.6030000000000002,-2.6889999999999996,-0.000,1.163,-1.554
2015-01-06,2002.61,1.163,-0.889,-2.701,-3.737,-3.821,0.048,-0.889,-2.751
2015-01-05,2020.58,-0.889,-1.828,-1.861,-3.3480000000000003,-2.7880000000000003,0.071,-1.828,-2.893
2015-01-02,2058.2,-1.828,-0.034,-1.065,-1.464,-0.601,0.024,-0.034,-1.554
2014-12-31,2058.9,-0.034,-1.031,-1.515,-1.104,-0.113,0.053,-1.031,-1.434
2014-12-30,2080.35,-1.031,-0.489,-0.40299999999999997,-0.087,3.3510000000000004,0.026,-0.489,-0.072
2014-12-29,2090.57,-0.489,0.086,0.41700000000000004,0.579,5.973,0.001,0.086,0.403
2014-12-26,2088.77,0.086,0.331,0.317,0.875,4.9830000000000005,0.002,0.331,0.492
2014-12-24,2081.88,0.331,-0.013999999999999999,0.161,1.002,3.9730000000000003,0.018,-0.014,0.542
2014-12-23,2082.17,-0.013999999999999999,0.175,0.556,3.4419999999999997,2.301,0.042,0.175,0.099
2014-12-22,2078.54,0.175,0.381,0.84,5.3629999999999995,2.5860000000000003,0.048,0.381,-2.478
2014-12-19,2070.65,0.381,0.457,2.87,4.072,0.526,0.043,-0.457,-0.824
2014-12-18,2061.23,0.457,2.4019999999999997,4.486000000000001,2.9419999999999997,0.045,-0.020,-2.402,-1.216
2014-12-17,2012.89,2.4019999999999997,2.035,1.169,-1.103,-3.011,-0.020,2.035,0.552
2014-12-16,1972.74,2.035,-0.8490000000000001,-1.4780000000000002,-2.636,-4.787,0.061,-0.849,-3.104
2014-12-15,1989.63,-0.8490000000000001,-0.634,-2.245,-3.408,-4.083,0.047,-0.634,-1.801
2014-12-12,2002.33,-0.634,-1.621,-1.175,-2.8139999999999996,-3.108,0.072,-1.621,-2.802
2014-12-11,2035.33,-1.621,0.45399999999999996,-1.189,-1.929,-0.882,0.010,0.454,-1.205
2014-12-10,2026.14,0.45399999999999996,-1.635,-1.6580000000000001,-2.21,-2.003,0.072,-1.635,-2.385
2014-12-09,2059.82,-1.635,-0.024,-0.7490000000000001,-0.7,-0.628,0.031,-0.024,-0.583
2014-12-08,2060.31,-0.024,-0.726,-0.56,-0.302,-0.325,0.052,-0.726,-0.675
2014-12-05,2075.37,-0.726,0.16699999999999998,0.05,1.068,0.28800000000000003,0.033,0.167,0.427
2014-12-04,2071.92,0.16699999999999998,-0.11599999999999999,0.26,0.21100000000000002,0.408,0.034,-0.116,0.898
2014-12-03,2074.33,-0.11599999999999999,0.376,1.0170000000000001,0.07200000000000001,1.051,0.015,0.376,0.331
2014-12-02,2066.55,0.376,0.638,-0.049,-0.023,0.87,0.009,0.638,-0.299
2014-12-01,2053.44,0.638,-0.6829999999999999,-0.935,-0.772,0.08,0.046,-0.683,-0.656
2014-11-28,2067.56,-0.6829999999999999,-0.254,0.026000000000000002,0.19699999999999998,1.285,0.034,-0.254,-0.088
2014-11-26,2072.83,-0.254,0.281,0.165,0.978,1.618,0.022,0.281,0.452
2014-11-25,2067.03,0.281,-0.115,0.171,0.894,1.358,0.034,-0.115,0.695
2014-11-24,2069.41,-0.115,0.28600000000000003,0.812,0.858,1.5290000000000001,0.021,0.286,1.007
2014-11-21,2063.5,0.28600000000000003,0.524,0.721,1.087,1.168,0.017,0.524,0.571
2014-11-20,2052.75,0.524,0.19699999999999998,0.046,0.634,0.711,0.026,0.197,0.560
2014-11-19,2048.72,0.19699999999999998,-0.15,0.363,0.46,0.8270000000000001,0.034,-0.150,0.437
2014-11-18,2051.8,-0.15,0.513,0.5870000000000001,0.665,1.014,0.015,0.513,0.611
2014-11-17,2041.32,0.513,0.07400000000000001,0.098,0.08,0.877,0.025,0.074,0.151
2014-11-14,2039.82,0.07400000000000001,0.024,0.077,0.077,1.3780000000000001,0.023,0.024,0.007
2014-11-13,2039.33,0.024,0.053,-0.017,0.365,1.067,0.026,0.053,0.053
2014-11-12,2038.25,0.053,-0.07,-0.0,0.34700000000000003,1.001,0.030,-0.070,0.312
2014-11-11,2039.68,-0.07,0.07,0.382,0.7959999999999999,2.258,0.022,0.070,0.417
2014-11-10,2038.26,0.07,0.312,0.34700000000000003,1.3,2.823,0.016,0.312,0.725
2014-11-07,2031.92,0.312,0.035,0.413,0.6990000000000001,2.3609999999999998,0.021,0.035,0.983
2014-11-06,2031.21,0.035,0.37799999999999995,0.95,0.652,3.5469999999999997,0.004,0.378,0.665
2014-11-05,2023.57,0.37799999999999995,0.57,0.285,1.45,3.003,0.008,0.570,0.299
2014-11-04,2012.1,0.57,-0.28300000000000003,-0.295,1.5030000000000001,3.141,0.032,-0.283,-1.444
2014-11-03,2017.81,-0.28300000000000003,-0.012,1.161,1.65,4.707,0.016,0.012,-0.538
2014-10-31,2018.05,-0.012,1.173,1.8030000000000002,2.8760000000000003,3.955,-0.004,-1.173,-0.411
2014-10-30,1994.65,1.173,0.623,0.484,1.531,4.76,-0.003,0.623,1.956
2014-10-29,1982.3,0.623,-0.139,1.054,1.614,5.064,0.017,0.139,1.183
2014-10-28,1985.05,-0.139,1.194,1.042,3.0069999999999997,6.565,-0.018,1.194,0.339
2014-10-27,1961.63,1.194,-0.15,0.5539999999999999,1.048,5.3229999999999995,0.012,-0.150,0.375
2014-10-24,1964.58,-0.15,0.705,1.944,3.181,4.627,0.008,-0.705,-0.205
2014-10-23,1950.82,0.705,1.23,0.491,3.395,4.058,-0.001,1.230,2.457
2014-10-22,1927.11,1.23,-0.73,1.213,3.455,1.101,0.068,-0.730,2.141
2014-10-21,1941.28,-0.73,1.9569999999999999,2.89,4.23,0.6779999999999999,0.002,1.957,4.159
2014-10-20,1904.01,1.9569999999999999,0.914,2.214,1.401,-3.295,0.033,0.914,2.216
2014-10-17,1886.76,0.914,1.288,1.3030000000000002,0.6409999999999999,-2.498,0.014,1.288,0.492
2014-10-16,1862.76,1.288,0.013999999999999999,-0.7959999999999999,-2.275,-5.194,0.044,0.014,-0.638
2014-10-15,1862.49,0.013999999999999999,-0.81,-0.653,-3.408,-5.356,0.059,-0.810,-2.299
2014-10-14,1877.7,-0.81,0.158,-1.492,-4.632,-3.5180000000000002,0.015,0.158,-2.634
2014-10-13,1874.74,0.158,-1.6469999999999998,-2.773,-3.1189999999999998,-3.67,0.075,-1.647,-0.726
2014-10-10,1906.13,-1.6469999999999998,-1.145,-3.188,-2.987,-3.3539999999999996,0.064,-1.145,2.667
2014-10-09,1928.21,-1.145,-2.066,-0.35600000000000004,-2.017,-2.5069999999999997,0.087,2.066,2.299
2014-10-08,1968.89,-2.066,1.746,0.207,1.167,-0.7040000000000001,-0.003,1.746,0.076
2014-10-07,1935.1,1.746,-1.5130000000000001,-1.6669999999999998,-0.568,-1.571,0.078,-1.513,-0.553
2014-10-06,1964.82,-1.5130000000000001,-0.157,0.958,-0.379,-1.675,0.042,-0.157,0.961
2014-10-03,1967.9,-0.157,1.117,1.117,-0.501,-0.75,0.001,1.117,-0.207
2014-10-02,1946.17,1.117,0.001,-1.324,-1.85,-2.4130000000000003,0.034,0.001,-1.603
2014-10-01,1946.16,0.001,-1.325,-1.6,-1.0090000000000001,-3.195,0.080,-1.325,-1.859
2014-09-30,1972.29,-1.325,-0.27899999999999997,-0.5329999999999999,-1.3019999999999998,-1.942,0.042,-0.279,0.324
2014-09-29,1977.8,-0.27899999999999997,-0.255,0.601,-0.251,-1.188,0.043,-0.255,-1.014
2014-09-26,1982.85,-0.255,0.858,-0.773,-0.574,-0.807,0.011,0.858,0.024
2014-09-25,1965.99,0.858,-1.617,-0.846,-2.209,-0.914,0.065,-1.617,-1.412
2014-09-24,1998.3,-1.617,0.7829999999999999,0.201,-0.649,0.643,0.002,0.783,-0.596
2014-09-23,1982.77,0.7829999999999999,-0.578,-1.374,-0.9390000000000001,-0.735,0.046,-0.578,-1.427
2014-09-22,1994.29,-0.578,-0.8009999999999999,-0.8490000000000001,-0.235,-0.07,0.053,-0.801,-0.360
2014-09-19,2010.4,-0.8009999999999999,-0.048,0.441,1.324,1.104,0.035,-0.048,0.571
2014-09-18,2011.36,-0.048,0.489,0.619,1.3,0.491,0.024,0.489,1.367
2014-09-17,2001.57,0.489,0.13,0.879,0.20600000000000002,-0.306,0.030,0.130,0.807
2014-09-16,1998.98,0.13,0.748,0.677,0.165,0.067,0.012,0.748,0.081
2014-09-15,1984.13,0.748,-0.071,-0.667,-0.217,-0.8290000000000001,0.038,-0.071,-0.579
2014-09-12,1985.54,-0.071,-0.596,-0.509,-0.799,-0.836,0.048,-0.596,-0.143
2014-09-11,1997.45,-0.596,0.08800000000000001,0.45299999999999996,-0.511,-0.29600000000000004,0.028,0.088,-0.201
2014-09-10,1995.69,0.08800000000000001,0.365,-0.292,-0.098,-0.053,0.022,0.365,-0.596
2014-09-09,1988.44,0.365,-0.654,-0.96,-0.614,-0.584,0.050,-0.654,-0.457
2014-09-08,2001.54,-0.654,-0.307,0.195,-0.037000000000000005,0.076,0.040,-0.307,0.044
2014-09-05,2007.71,-0.307,0.504,0.349,0.217,0.49,0.017,0.504,0.273
2014-09-04,1997.65,0.504,-0.153,-0.231,0.046,0.465,0.034,-0.153,-0.285
2014-09-03,2000.72,-0.153,-0.078,-0.132,0.03,0.419,0.033,-0.078,0.200
2014-09-02,2002.28,-0.078,-0.054000000000000006,0.27699999999999997,0.113,0.794,0.030,-0.054,0.109
2014-08-29,2003.37,-0.054000000000000006,0.332,0.162,0.273,1.099,0.019,0.332,0.168
2014-08-28,1996.74,0.332,-0.16899999999999998,-0.16399999999999998,0.419,1.268,0.033,-0.169,-0.059
2014-08-27,2000.12,-0.16899999999999998,0.005,0.11,0.389,2.305,0.021,0.005,0.589
2014-08-26,2000.02,0.005,0.105,0.584,0.68,2.293,0.020,0.105,0.385
2014-08-25,1997.92,0.105,0.479,0.27899999999999997,0.8240000000000001,2.63,0.009,0.479,0.575
2014-08-22,1988.4,0.479,-0.19899999999999998,0.095,0.845,2.826,0.027,-0.199,0.344
2014-08-21,1992.37,-0.19899999999999998,0.295,0.544,1.9080000000000001,2.863,0.020,0.295,1.043
2014-08-20,1986.51,0.295,0.248,0.7490000000000001,1.6019999999999999,2.843,0.020,0.248,1.601
2014-08-19,1981.6,0.248,0.5,1.358,1.7919999999999998,3.772,0.008,0.500,1.347
2014-08-18,1971.74,0.5,0.853,0.847,1.965,2.682,0.006,0.853,1.282
2014-08-15,1955.06,0.853,-0.006,0.428,0.937,1.815,0.028,-0.006,1.100
2014-08-14,1955.18,-0.006,0.435,1.1079999999999999,1.2209999999999999,0.835,0.025,0.435,0.942
2014-08-13,1946.72,0.435,0.6709999999999999,0.506,1.945,1.12,0.021,0.671,0.783
2014-08-12,1933.75,0.6709999999999999,-0.16399999999999998,0.11199999999999999,0.7040000000000001,0.16,0.042,-0.164,1.265
2014-08-11,1936.92,-0.16399999999999998,0.276,1.432,0.87,-1.683,0.042,0.276,0.873
2014-08-08,1931.59,0.276,1.153,0.591,-0.382,-1.9469999999999998,0.011,1.153,0.599
2014-08-07,1909.57,1.153,-0.556,-0.5539999999999999,-0.809,-3.5039999999999996,0.066,-0.556,-1.523
2014-08-06,1920.24,-0.556,0.002,-0.9670000000000001,-0.54,-2.937,0.048,0.002,-0.248
2014-08-05,1920.21,0.002,-0.9690000000000001,-0.257,-2.531,-3.409,0.065,-0.969,-0.536
2014-08-04,1938.99,-0.9690000000000001,0.7190000000000001,0.431,-1.5719999999999998,-2.417,0.018,0.719,-1.567
2014-08-01,1925.15,0.7190000000000001,-0.28600000000000003,-2.28,-2.717,-2.943,0.042,-0.286,-2.280
2014-07-31,1930.67,-0.28600000000000003,-2.0,-1.994,-2.41,-2.177,0.086,-2.000,-2.447
2014-07-30,1970.07,-2.0,0.006,-0.447,-0.9009999999999999,-0.41200000000000003,0.030,0.006,-0.418
2014-07-29,1969.95,0.006,-0.45299999999999996,-0.424,-0.8590000000000001,0.604,0.037,-0.453,-0.909
2014-07-28,1978.91,-0.45299999999999996,0.028999999999999998,-0.456,-0.233,-0.134,0.032,0.029,-0.407
2014-07-25,1978.34,0.028999999999999998,-0.485,-0.436,0.239,0.256,0.047,-0.485,-0.261
2014-07-24,1987.98,-0.485,0.049,0.22399999999999998,0.493,0.55,0.032,0.049,0.726
2014-07-23,1987.01,0.049,0.175,0.6779999999999999,1.475,0.988,0.032,0.175,0.445
2014-07-22,1983.53,0.175,0.502,0.268,0.099,0.9590000000000001,0.015,0.502,1.296
2014-07-21,1973.63,0.502,-0.23199999999999998,0.792,0.018000000000000002,0.040999999999999995,0.040,-0.232,-0.389
2014-07-18,1978.22,-0.23199999999999998,1.026,-0.16899999999999998,0.057,0.7390000000000001,0.001,1.026,0.263
2014-07-17,1958.12,1.026,-1.183,-0.768,-0.48,-0.988,0.069,-1.183,-0.956
2014-07-16,1981.57,-1.183,0.42,0.226,0.86,-0.195,0.029,0.420,0.711
2014-07-15,1973.28,0.42,-0.193,0.29,0.023,-0.068,0.039,-0.193,0.438
2014-07-14,1977.1,-0.193,0.484,0.632,0.682,0.192,0.024,0.484,0.218
2014-07-11,1967.57,0.484,0.147,-0.267,-0.51,0.374,0.024,0.147,0.198
2014-07-10,1964.68,0.147,-0.413,0.049,-1.046,0.19,0.037,-0.413,-0.654
2014-07-09,1972.83,-0.413,0.46399999999999997,-0.244,-0.091,0.7979999999999999,0.016,0.464,-0.633
2014-07-08,1963.71,0.46399999999999997,-0.705,-1.094,-0.48700000000000004,0.213,0.049,-0.705,-0.549
2014-07-07,1977.65,-0.705,-0.392,0.153,0.889,1.419,0.042,-0.392,0.222
2014-07-03,1985.44,-0.392,0.5479999999999999,0.614,1.248,1.163,0.020,0.548,1.282
2014-07-02,1974.62,0.5479999999999999,0.066,0.7340000000000001,0.889,0.599,0.033,0.066,0.697
2014-07-01,1973.32,0.066,0.6679999999999999,0.63,0.7040000000000001,0.706,0.015,0.668,0.822
2014-06-30,1960.23,0.6679999999999999,-0.037000000000000005,0.154,0.526,0.166,0.037,-0.037,0.036
2014-06-27,1960.96,-0.037000000000000005,0.191,0.073,-0.084,0.977,0.022,0.191,0.563
2014-06-26,1957.22,0.191,-0.11800000000000001,0.371,-0.28800000000000003,1.003,0.028,-0.118,-0.272
2014-06-25,1959.53,-0.11800000000000001,0.49,-0.157,0.003,1.207,0.013,0.490,-0.167
2014-06-24,1949.98,0.49,-0.644,-0.657,-0.358,1.0290000000000001,0.043,-0.644,-0.484
2014-06-23,1962.61,-0.644,-0.013000000000000001,0.16,1.062,0.963,0.035,-0.013,0.288
2014-06-20,1962.87,-0.013000000000000001,0.17300000000000001,0.301,1.295,0.619,0.033,0.173,1.073
2014-06-19,1959.48,0.17300000000000001,0.128,0.9009999999999999,1.204,0.42100000000000004,0.034,0.128,1.117
2014-06-18,1956.98,0.128,0.772,0.991,1.392,0.387,0.018,0.772,1.073
2014-06-17,1941.99,0.772,0.217,0.301,-0.098,0.079,0.026,0.217,0.614
2014-06-16,1937.78,0.217,0.084,0.397,-0.667,0.514,0.023,0.084,-0.312
2014-06-13,1936.16,0.084,0.313,-0.39799999999999996,-0.774,0.619,0.016,0.313,-0.750
2014-06-12,1930.11,0.313,-0.7090000000000001,-1.06,-0.992,0.267,0.045,-0.709,-1.088
2014-06-11,1943.89,-0.7090000000000001,-0.354,-0.37799999999999995,0.177,1.056,0.038,-0.354,-0.285
2014-06-10,1950.79,-0.354,-0.025,0.069,1.188,1.6019999999999999,0.032,-0.025,0.532
2014-06-09,1951.27,-0.025,0.094,0.557,1.405,2.173,0.027,0.094,1.210
2014-06-06,1949.44,0.094,0.46299999999999997,1.1179999999999999,1.271,1.963,0.016,0.463,1.305
2014-06-05,1940.46,0.46299999999999997,0.653,0.843,0.878,2.101,0.008,0.653,0.804
2014-06-04,1927.88,0.653,0.18899999999999997,0.151,0.409,1.87,0.019,0.189,0.224
2014-06-03,1924.24,0.18899999999999997,-0.038,0.035,0.757,1.9180000000000001,0.027,-0.038,0.219
2014-06-02,1924.97,-0.038,0.073,0.257,0.6829999999999999,2.784,0.019,0.073,0.794
2014-05-30,1923.57,0.073,0.184,0.722,1.212,2.042,0.023,0.184,0.610
2014-05-29,1920.03,0.184,0.537,0.425,1.455,2.246,0.014,0.537,1.025
2014-05-28,1909.78,0.537,-0.111,0.48700000000000004,1.1520000000000001,2.081,0.031,-0.111,0.913
2014-05-27,1911.91,-0.111,0.599,1.026,2.0869999999999997,1.238,0.022,0.599,1.260
2014-05-23,1900.53,0.599,0.425,0.662,0.82,0.162,0.025,0.425,1.473
2014-05-22,1892.49,0.425,0.23600000000000002,1.05,0.779,-0.21899999999999997,0.032,0.236,0.398
2014-05-21,1888.03,0.23600000000000002,0.812,0.156,0.9179999999999999,0.508,0.014,0.812,0.546
2014-05-20,1872.83,0.812,-0.65,-0.268,-0.831,-0.149,0.046,-0.650,0.109
2014-05-19,1885.08,-0.65,0.384,0.7609999999999999,-0.652,0.366,0.016,0.384,-0.177
2014-05-16,1877.86,0.384,0.375,-0.565,-0.991,0.5429999999999999,0.014,0.375,-1.031
2014-05-15,1870.85,0.375,-0.9359999999999999,-1.402,-0.406,-0.733,0.060,-0.936,-1.364
2014-05-14,1888.53,-0.9359999999999999,-0.47,-0.428,0.688,0.39299999999999996,0.047,-0.470,0.539
2014-05-13,1897.45,-0.47,0.042,1.01,1.024,0.731,0.033,0.042,1.161
2014-05-12,1896.65,0.042,0.9670000000000001,1.121,1.5490000000000002,0.674,0.011,0.967,0.982
2014-05-09,1878.48,0.9670000000000001,0.152,0.013999999999999999,-0.32799999999999996,0.008,0.026,0.152,0.577
2014-05-08,1875.63,0.152,-0.13699999999999998,0.424,-0.293,0.332,0.032,-0.137,-0.474
2014-05-07,1878.21,-0.13699999999999998,0.562,-0.342,-0.29,0.795,0.011,0.562,-0.150
2014-05-06,1867.72,0.562,-0.899,-0.713,-0.861,-0.58,0.055,-0.899,-0.847
2014-05-05,1884.66,-0.899,0.187,0.052000000000000005,0.337,0.494,0.027,0.187,0.038
2014-05-02,1881.14,0.187,-0.135,-0.149,0.626,0.085,0.040,-0.135,0.150
2014-05-01,1883.68,-0.135,-0.013999999999999999,0.285,1.088,0.63,0.036,-0.014,0.761
2014-04-30,1883.95,-0.013999999999999999,0.299,0.777,0.284,1.024,0.021,0.299,1.099
2014-04-29,1878.33,0.299,0.47600000000000003,0.8009999999999999,0.157,0.86,0.016,0.476,-0.010
2014-04-28,1869.43,0.47600000000000003,0.324,-0.489,-0.5379999999999999,1.435,0.012,0.324,-0.314
2014-04-25,1863.4,0.324,-0.81,-0.639,-0.45399999999999996,1.791,0.041,-0.810,-0.859
2014-04-24,1878.61,-0.81,0.172,-0.05,0.738,3.465,0.012,0.172,0.360
2014-04-23,1875.39,0.172,-0.221,0.187,0.7020000000000001,2.3080000000000003,0.029,-0.221,0.566
2014-04-22,1879.55,-0.221,0.409,0.7879999999999999,1.984,0.39399999999999996,0.031,0.409,0.923
2014-04-21,1871.89,0.409,0.37799999999999995,0.514,2.255,1.0759999999999998,0.029,0.378,1.563
2014-04-17,1864.85,0.37799999999999995,0.136,1.187,2.708,1.074,0.038,0.136,1.861
2014-04-16,1862.31,0.136,1.0490000000000002,1.732,1.595,-0.149,0.015,1.049,2.547
2014-04-15,1842.98,1.0490000000000002,0.6759999999999999,1.5030000000000001,-1.56,-2.424,0.021,0.676,0.549
2014-04-14,1830.61,0.6759999999999999,0.8220000000000001,-0.135,-1.153,-3.188,0.023,0.822,1.961
2014-04-11,1815.69,0.8220000000000001,-0.9490000000000001,-3.017,-1.591,-3.7030000000000003,0.068,-0.949,2.231
2014-04-10,1833.08,-0.9490000000000001,-2.088,-1.0190000000000001,-1.716,-2.097,0.089,2.088,3.555
2014-04-09,1872.18,-2.088,1.092,1.4709999999999999,-0.878,0.784,-0.006,1.092,0.392
2014-04-08,1851.96,1.092,0.375,-0.7040000000000001,-2.059,0.158,0.009,0.375,-1.954
2014-04-07,1845.04,0.375,-1.075,-2.315,-2.147,-0.406,0.049,-1.075,-2.442
2014-04-04,1865.09,-1.075,-1.254,-1.365,-0.387,-0.027999999999999997,0.062,-1.254,-1.082
2014-04-03,1888.77,-1.254,-0.113,0.172,1.6769999999999998,1.6869999999999998,0.035,-0.113,0.876
2014-04-02,1890.9,-0.113,0.285,0.991,2.2640000000000002,1.306,0.030,0.285,1.781
2014-04-01,1885.52,0.285,0.7040000000000001,1.5019999999999998,1.7790000000000001,0.722,0.019,0.704,1.960
2014-03-31,1872.34,0.7040000000000001,0.792,1.26,0.36,0.622,0.009,0.792,1.066
2014-03-28,1857.62,0.792,0.46399999999999997,0.273,0.01,-0.7809999999999999,0.023,0.464,-0.426
2014-03-27,1849.04,0.46399999999999997,-0.19,-0.889,-0.937,-0.527,0.033,-0.190,-0.450
2014-03-26,1852.56,-0.19,-0.7,-0.263,-1.0390000000000001,0.621,0.040,-0.700,-0.746
2014-03-25,1865.62,-0.7,0.44,-0.048,0.261,1.044,0.015,0.440,-0.339
2014-03-24,1857.44,0.44,-0.486,-0.778,-0.7909999999999999,-0.5760000000000001,0.043,-0.486,-0.175
2014-03-21,1866.52,-0.486,-0.293,0.309,0.414,-0.059000000000000004,0.042,-0.293,-0.302
2014-03-20,1872.01,-0.293,0.604,-0.013000000000000001,1.6769999999999998,-0.275,0.026,0.604,0.713
2014-03-19,1860.77,0.604,-0.613,0.10400000000000001,0.782,-0.92,0.058,-0.613,1.070
2014-03-18,1872.25,-0.613,0.722,1.69,0.217,-0.255,0.016,0.722,1.401
2014-03-17,1858.83,0.722,0.961,0.6759999999999999,-0.47100000000000003,-0.799,0.008,0.961,-0.491
2014-03-14,1841.13,0.961,-0.282,-1.449,-1.92,-1.749,0.037,-0.282,-1.421
2014-03-13,1846.34,-0.282,-1.17,-1.14,-1.6880000000000002,0.033,0.053,-1.170,-1.647
2014-03-12,1868.2,-1.17,0.031,-0.478,-0.47,0.47100000000000003,0.025,0.031,-0.523
2014-03-11,1867.63,0.031,-0.508,-0.5539999999999999,-0.33,0.7190000000000001,0.039,-0.508,-0.500
2014-03-10,1877.17,-0.508,-0.046,0.006999999999999999,0.174,1.735,0.024,-0.046,0.180
2014-03-07,1878.04,-0.046,0.054000000000000006,0.226,1.751,1.784,0.030,0.054,0.231
